,community,clean,smell,noise,town,district,longitude,latitude,score,coordinates,mobike_count,service_count,leisure_count,culture_count,classe,real_estate
347,通河七村二居委会,3,1,1,张庙街道,宝山区,121.44855354411,31.3293498925835,0.9166666666666665,POINT (121.44855354411 31.3293498925835),0.6762058956765736,0.45875368989691534,-0.07185602005296265,0.5444788069554779,very happy,-0.512294592338368
348,通河三村一居委会,2,1,0,张庙街道,宝山区,121.439192054869,31.3354491000959,0.5,POINT (121.439192054869 31.3354491000959),0.22442435172527572,-0.8833224222210158,-0.31137608689617147,-1.0196066547594451,very unhappy,-0.555443201025786
349,通海居委会,2,1,1,嘉兴路街道,虹口区,121.490457421572,31.2615670070118,0.8333333333333333,POINT (121.490457421572 31.2615670070118),1.0725965989901642,1.5771504499951916,-0.13173603676376483,-0.6285852893307142,happy,0.41591516537458684
351,邮电新村居委会,3,1,1,宝山路街道,静安区,121.465277899855,31.2575864502545,0.9166666666666665,POINT (121.465277899855 31.2575864502545),0.8510332364393364,-0.21228436616205018,0.16766404679024619,-0.23756392390198353,very happy,0.39272756299199146
352,邮电新村居委会,3,1,1,欧阳路街道,虹口区,121.490945944999,31.27348883734,0.9166666666666665,POINT (121.490945944999 31.27348883734),1.3720533311877683,1.129791745955881,-0.31137608689617147,0.9355001723842087,very happy,0.38345697347413227
354,金丰城第一居委会,3,1,1,华漕镇,闵行区,121.279012618137,31.2103700256562,0.9166666666666665,POINT (121.279012618137 31.2103700256562),-1.2780522005725274,-0.9951620982308435,-0.790416220582589,-0.6285852893307142,very happy,-1.6984645264883798
355,金台路第二居委会,2,1,1,金杨新村街道,浦东新区,121.581776072308,31.2500332782132,0.8333333333333333,POINT (121.581776072308 31.2500332782132),-0.9180117364274316,-0.8833224222210158,-0.5508961537393803,-0.6285852893307142,happy,0.519382864189744
356,金园社区居委会,3,1,1,江桥镇,嘉定区,121.313110526829,31.2443865457025,0.9166666666666665,POINT (121.313110526829 31.2443865457025),-0.32775309088186616,-0.9951620982308435,-0.5508961537393803,-1.0196066547594451,very happy,0.32355882138797276
357,金坛居委会,3,1,1,小东门街道,黄浦区,121.492895870348,31.2195480585961,0.9166666666666665,POINT (121.492895870348 31.2195480585961),0.45983542443553055,0.7942727179263982,0.5269441470550594,-0.6285852893307142,very happy,0.24750367156122324
359,金沙新村居委会,4,1,1,长风新村街道,普陀区,121.410684980427,31.2323001799094,1.0,POINT (121.410684980427 31.2323001799094),0.3265512141510481,-0.10044469015222258,0.3473040969226528,1.71754290324167,very happy,0.5987851264882108
361,金沙雅苑居委会,2,1,1,长征镇,普陀区,121.36503162431,31.2422383800972,0.8333333333333333,POINT (121.36503162431 31.2422383800972),0.21230760533577736,0.011394985857605004,-0.5508961537393803,-1.0196066547594451,happy,0.5528677389432439
362,金莱社区居委会,3,1,1,江桥镇,嘉定区,121.311177224549,31.2416009487248,0.9166666666666665,POINT (121.311177224549 31.2416009487248),-0.357179474970648,-0.9951620982308435,-0.6706561871609847,-1.0196066547594451,very happy,0.2702307003701295
363,金葫芦第二社区居委会,3,1,1,赵巷镇,青浦区,121.21334108892,31.163584848462,0.9166666666666665,POINT (121.21334108892 31.163584848462),-1.326519186130521,-1.107001774240671,-0.8502962372933912,-1.0196066547594451,very happy,-1.733044301271131
365,金虹社区居委会,2,1,1,江桥镇,嘉定区,121.313152548551,31.2486156912611,0.8333333333333333,POINT (121.313152548551 31.2486156912611),-0.7051031927262452,-0.8833224222210158,-0.5508961537393803,-1.0196066547594451,happy,0.5777574266532132
367,铁岭路五十弄居委会,2,1,1,四平路街道,杨浦区,121.510878571888,31.2811530756539,0.8333333333333333,POINT (121.510878571888 31.2811530756539),1.6957435561643686,0.3469140138870878,0.10778403007944398,0.5444788069554779,happy,0.13959602791117778
368,银杏社区居委会,3,0,0,嘉定镇街道,嘉定区,121.235307221451,31.3771056109352,0.25,POINT (121.235307221451 31.3771056109352),-1.3144024397410226,-0.9951620982308435,-0.5508961537393803,-0.6285852893307142,very unhappy,-2.893088803596711
369,锦秋第一居委会,3,1,1,大场镇,宝山区,121.386613816474,31.3251627993237,0.9166666666666665,POINT (121.386613816474 31.3251627993237),-0.9457071567462852,-0.6596430702013605,-0.790416220582589,0.5444788069554779,very happy,-0.6096340874154075
370,长宁路一居委会,2,0,1,华阳路街道,长宁区,121.421839403066,31.2290944556446,0.5,POINT (121.421839403066 31.2290944556446),-0.016179612294764174,0.011394985857605004,-0.07185602005296265,3.281628364956593,very unhappy,0.7079149857073291
371,长宁路一居委会,2,0,1,华阳路街道,长宁区,121.421839403066,31.2290944556446,0.5,POINT (121.421839403066 31.2290944556446),-0.016179612294764174,0.011394985857605004,-0.07185602005296265,3.281628364956593,very unhappy,0.7079149857073291
372,长宏新苑居委会,3,1,1,淞南镇,宝山区,121.488321905831,31.3435066182358,0.9166666666666665,POINT (121.488321905831 31.3435066182358),-0.28447899663365755,-0.547803394191533,-0.6107761704501824,-1.0196066547594451,very happy,-0.43686341397116607
373,长江居委会,3,1,0,南京东路街道,黄浦区,121.464020669218,31.2364652640607,0.5833333333333333,POINT (121.464020669218 31.2364652640607),0.29712483006226625,2.248188506054157,3.2814249157519613,0.15345744152674717,very unhappy,0.5400183717709518
374,长风一村居委会,2,1,0,长风新村街道,普陀区,121.398820231868,31.2287184544931,0.5,POINT (121.398820231868 31.2287184544931),-0.3312150184217229,-0.3241240421718778,-0.5508961537393803,-0.23756392390198353,very unhappy,0.8297137623227702
375,陈家宅居委会,2,1,1,徐家汇街道,徐汇区,121.428500064526,31.1852848823914,0.8333333333333333,POINT (121.428500064526 31.1852848823914),0.21576953287563397,2.471867858073812,1.4850244144278946,1.71754290324167,happy,1.309633526797729
376,陈家宅居委会,2,1,1,潍坊新村街道,浦东新区,121.512170204291,31.2240346099093,0.8333333333333333,POINT (121.512170204291 31.2240346099093),-0.9422452292064285,0.23507433787726018,0.047904013368641765,-1.0196066547594451,happy,0.04541846913934404
377,陈家宅居委会,2,1,1,沪东新村街道,浦东新区,121.570743689469,31.2674250577202,0.8333333333333333,POINT (121.570743689469 31.2674250577202),-1.2330471425543905,-0.547803394191533,-0.6107761704501824,-0.23756392390198353,happy,-0.22849267361485
378,露香居委会,3,1,1,豫园街道,黄浦区,121.480364949882,31.2276992411271,0.9166666666666665,POINT (121.480364949882 31.2276992411271),1.1106778019285881,2.360028182063985,3.5209449825951697,0.15345744152674717,very happy,0.8199266986770926
380,鞍山四村第一居委会,2,1,1,四平路街道,杨浦区,121.505674494682,31.2784463546155,0.8333333333333333,POINT (121.505674494682 31.2784463546155),1.4516776646044718,0.12323466186743257,0.16766404679024619,1.71754290324167,happy,0.35082550552331365
381,鞍山路三一零弄居委会,2,1,1,四平路街道,杨浦区,121.504818148538,31.2821907539002,0.8333333333333333,POINT (121.504818148538 31.2821907539002),1.493220795082752,-0.4359637181817054,-0.13173603676376483,2.4995856340991316,happy,0.3298895458136915
382,香山新村一居委会,3,1,1,金杨新村街道,浦东新区,121.567570405549,31.2423953037003,0.9166666666666665,POINT (121.567570405549 31.2423953037003),-1.0184076350832758,-0.6596430702013605,-0.8502962372933912,0.15345744152674717,very happy,0.519382864189744
383,香花桥街居委会,3,1,1,塘桥街道,浦东新区,121.508542072958,31.2158313980006,0.9166666666666665,POINT (121.508542072958 31.2158313980006),-0.8833924610288647,-0.547803394191533,-0.6107761704501824,0.15345744152674717,very happy,-0.622195534852753
385,馨苑居委会,3,1,1,凉城新村街道,虹口区,121.459130978811,31.2919417116407,0.9166666666666665,POINT (121.459130978811 31.2919417116407),-0.2187023733763805,-0.8833224222210158,-0.6706561871609847,-1.0196066547594451,very happy,-0.02530544784339683
389,鸿兴居委会,3,1,1,提篮桥街道,虹口区,121.497307079158,31.2586967640444,0.9166666666666665,POINT (121.497307079158 31.2586967640444),0.7575611928632059,0.3469140138870878,-0.07185602005296265,0.15345744152674717,very happy,0.30022069455009404
390,黄渡路居委会,2,1,1,四川北路街道,虹口区,121.476928661028,31.2691603211919,0.8333333333333333,POINT (121.476928661028 31.2691603211919),1.124525512088015,2.6955472100934674,0.5868241637658617,1.3265215378129394,happy,0.2880235838072059
392,齐河第四居委会,2,1,0,周家渡街道,浦东新区,121.511665166614,31.1836392948176,0.5,POINT (121.511665166614 31.1836392948176),-0.914549808887575,-0.547803394191533,-0.7305362038717867,-1.0196066547594451,very unhappy,-1.9090576586281656
393,龙阳居委会,3,1,0,徐泾镇,青浦区,121.272024461359,31.1710851691452,0.5833333333333333,POINT (121.272024461359 31.1710851691452),-1.2538187077935306,-0.9951620982308435,-0.6107761704501824,-0.23756392390198353,very unhappy,-1.733044301271131
394,龙阳路居委会,3,1,0,塘桥街道,浦东新区,121.524910617331,31.2071493942291,0.5833333333333333,POINT (121.524910617331 31.2071493942291),-1.0374482365524873,-0.547803394191533,-0.6107761704501824,0.15345744152674717,very unhappy,-1.3270378990713265
